ISSN,ISSN_L,TITLE,TITLE_SOURCE,year_flipped,title,issn_type,period,year_active_since_str,year_active_since
0034-9712,0034-9712,Revista Internacional de Sociología,DOAJ,2003,Revista Internacional de Sociología,issn_print,1.2011 -,2011 -,2011
0034-9712,0034-9712,Revista Internacional de Sociología,DOAJ,2003,Revista Internacional de Sociología,issn_print,1.1943 - 29.1971 = Nr. 1-117; 2.Epoca 30.1972 - 42.1984 = Nr. 1-52; 43.1985 - 47.1989; 3.Epoca Nr. 1.1992 - 42.2005; 64.2006 - 66.2008 = Nr. 43-51; 67.2009 -,2009 -,2009
0035-1121,0035-1121,Revue de Géographie Alpine,DOAJ,2007,Revue de Géographie Alpine,issn_print,1.1913 -,1913 -,1913
0035-1121,0035-1121,Revue de Géographie Alpine,DOAJ,2007,Revue de Géographie Alpine,issn_print,8.1920 -,1920 -,1920
1760-7426,0035-1121,Revue de Géographie Alpine,DOAJ,2007,Revue de Géographie Alpine,issn_e,1.1913 -,1913 -,1913
0035-6883,0035-6883,Rivista Italiana di Paleontologia e Stratigrafia,DOAJ,2016,Rivista Italiana di Paleontologia e Stratigrafia,issn_print,53.1947 -,1947 -,1947
0036-3634,0036-3634,Salud Pública de México,DOAJ,1997,Salud Pública de México,issn_print,5.Epoca 1.1959 -,1959 -,1959
0036-4665,0036-4665,Revista do Instituto de Medicina Tropical de São Paulo,DOAJ,1987,Revista do Instituto de Medicina Tropical de São Paulo,issn_print,"1.1959 --Vol. 57, no. 6 (Nov./Dec. 2015)",1959 -,1959
0036-4665,0036-4665,Revista do Instituto de Medicina Tropical de São Paulo,DOAJ,1987,Revista do Instituto de Medicina Tropical de São Paulo,issn_print,Nachgewiesen 31.1989 -,1989 -,1989
0036-4665,0036-4665,Revista do Instituto de Medicina Tropical de São Paulo,DOAJ,1987,Revista do Instituto de Medicina Tropical de São Paulo,issn_print,1.1973 -,1973 -,1973
1678-9946,0036-4665,Revista do Instituto de Medicina Tropical de São Paulo,DOAJ,1987,Revista do Instituto de Medicina Tropical de São Paulo,issn_e,"1.1959 --Vol. 57, no. 6 (Nov./Dec. 2015)",1959 -,1959
1678-9946,0036-4665,Revista do Instituto de Medicina Tropical de São Paulo,DOAJ,1987,Revista do Instituto de Medicina Tropical de São Paulo,issn_e,Nachgewiesen 31.1989 -,1989 -,1989
2218-0532,0036-8709,Scientia Pharmaceutica,DOAJ,2006,Scientia Pharmaceutica,issn_e,1.1930 - 14.1943; 15.1947 -,1947 -,1947
2218-0532,0036-8709,Scientia Pharmaceutica,DOAJ,2006,Scientia Pharmaceutica,issn_e,1.1930 - 14.1943; 15.1947 -,1947 -,1947
0036-8709,0036-8709,Scientia Pharmaceutica,DOAJ,2006,Scientia Pharmaceutica,issn_print,1.1930 - 14.1943; 15.1947 -,1947 -,1947
0036-8709,0036-8709,Scientia Pharmaceutica,DOAJ,2006,Scientia Pharmaceutica,issn_print,1.1930 - 14.1943; 15.1947 -,1947 -,1947
0037-0894,0037-0894,Sefarad : Revista de Estudios Hebraicos y Sefardíes,DOAJ,2001,Sefarad : Revista de Estudios Hebraicos y Sefardíes,issn_print,1.1941 -,1941 -,1941
0037-0894,0037-0894,Sefarad : Revista de Estudios Hebraicos y Sefardíes,DOAJ,2001,Sefarad : Revista de Estudios Hebraicos y Sefardíes,issn_print,1.1941 -,1941 -,1941
1988-320X,0037-0894,Sefarad : Revista de Estudios Hebraicos y Sefardíes,DOAJ,2001,Sefarad : Revista de Estudios Hebraicos y Sefardíes,issn_e,1.1941 -,1941 -,1941
0037-8682,0037-8682,Revista da Sociedade Brasileira de Medicina Tropical,DOAJ,1997,Revista da Sociedade Brasileira de Medicina Tropical,issn_print,1.1967 -,1967 -,1967
0037-8682,0037-8682,Revista da Sociedade Brasileira de Medicina Tropical,DOAJ,1997,Revista da Sociedade Brasileira de Medicina Tropical,issn_print,1.1967 -,1967 -,1967
2305-8862,0038-2329,South African Journal of Obstetrics and Gynaecology,DOAJ,2006,South African Journal of Obstetrics and Gynaecology,issn_e,6.2000 - 9.2003 nachgewiesen; 12.2006 -,2006 -,2006
2305-8862,0038-2329,South African Journal of Obstetrics and Gynaecology,DOAJ,2006,South African Journal of Obstetrics and Gynaecology,issn_e,Nachgewiesen 9.2003 -,2003 -,2003
0038-2329,0038-2329,South African Journal of Obstetrics and Gynaecology,DOAJ,2006,South African Journal of Obstetrics and Gynaecology,issn_print,6.2000 - 9.2003 nachgewiesen; 12.2006 -,2006 -,2006
0038-2329,0038-2329,South African Journal of Obstetrics and Gynaecology,DOAJ,2006,South African Journal of Obstetrics and Gynaecology,issn_print,Nachgewiesen 9.2003 -,2003 -,2003
0038-2329,0038-2329,South African Journal of Obstetrics and Gynaecology,DOAJ,2006,South African Journal of Obstetrics and Gynaecology,issn_print,1.1963 - 11.1973; damit Ersch. eingest.,1963 -,1963
0038-2353,0038-2353,South African Journal of Science,DOAJ,2009,South African Journal of Science,issn_print,6=Annual meeting 7.1909 - 20=19.1922; mehr nicht digital,1909 -,1909
0038-2353,0038-2353,South African Journal of Science,DOAJ,2009,South African Journal of Science,issn_print,"6=Annual meeting 7.1909 - 45=46.1948/49; 46.1949/50-volume 111, number 11/12 (November/December 2015)",1909 -,1909
0038-2353,0038-2353,South African Journal of Science,DOAJ,2009,South African Journal of Science,issn_print,1.1956 -,1956 -,1956
0039-3320,0039-3320,Studia Psychologica,DOAJ,2016,Studia Psychologica,issn_print,7.1965 -,1965 -,1965
0039-3320,0039-3320,Studia Psychologica,DOAJ,2016,Studia Psychologica,issn_print,Nachgewiesen 2008 -,2008 -,2008
2309-5342,0040-3660,Терапевтиче�?кий архив,DOAJ,2018,Терапевтический архив,issn_e,1.1923 - 19.1941; 20.1948 -,1948 -,1948
0040-3660,0040-3660,Терапевтиче�?кий архив,DOAJ,2018,Терапевтический архив,issn_print,1.1923 - 19.1941; 20.1948 -,1948 -,1948
0041-3011,0041-3011,El Trimestre Económico,DOAJ,2011,El Trimestre Económico,issn_print,1.1934 -  ; auch mit durchgehender Nr.-Zählung,1934 -,1934
0041-3011,0041-3011,El Trimestre Económico,DOAJ,2011,El Trimestre Económico,issn_print,1.1934 - ; auch mit durchgehender Nr.-Zählung,1934 -,1934
0041-476X,0041-476X,Tydskrif vir Letterkunde,DOAJ,2015,Tydskrif vir Letterkunde,issn_print,Nachgewiesen 35.2001 -,2001 -,2001
0041-476X,0041-476X,Tydskrif vir Letterkunde,DOAJ,2015,Tydskrif vir Letterkunde,issn_print,1.1951 - 12.1962; N.R. 1.1963 -,1963 -,1963
0042-4609,0042-4609,Vestnik Dermatologii i Venerologii,DOAJ,2014,Vestnik Dermatologii i Venerologii,issn_print,31.1957 - 46.1973; 1974 -,1974 -,1974
0042-790X,0042-790X,Journal of Hydrology and Hydromechanics,DOAJ,2009,Journal of Hydrology and Hydromechanics,issn_print,41.1993 -,1993 -,1993
0042-790X,0042-790X,Journal of Hydrology and Hydromechanics,DOAJ,2009,Journal of Hydrology and Hydromechanics,issn_print,1.1953 - 40.1992,1953 -,1953
0042-790X,0042-790X,Journal of Hydrology and Hydromechanics,DOAJ,2009,Journal of Hydrology and Hydromechanics,issn_print,Nachgewiesen 57.2009 -,2009 -,2009
0042-8450,0042-8450,Vojnosanitetski Pregled,DOAJ,2002,Vojnosanitetski Pregled,issn_print,1.1944 -,1944 -,1944
0042-8450,0042-8450,Vojnosanitetski Pregled,DOAJ,2002,Vojnosanitetski Pregled,issn_print,Nachgewiesen 59.2002 -,2002 -,2002
0044-5967,0044-5967,Acta Amazonica,DOAJ,2003,Acta Amazonica,issn_print,1.1971 -,1971 -,1971
1751-0147,0044-605X,Acta Veterinaria Scandinavica,DOAJ,2001,Acta Veterinaria Scandinavica,issn_e,"1.1960 - 47.2006,1; [47.]2006,2-4",1960 -,1960
1751-0147,0044-605X,Acta Veterinaria Scandinavica,DOAJ,2001,Acta Veterinaria Scandinavica,issn_e,Nachgewiesen 42.2001 -,2001 -,2001
0045-6888,0045-6888,Revista Ci�ncia Agron�mica,DOAJ,2010,Revista Ciência Agronômica,issn_print,33.2002 -,2002 -,2002
0045-6888,0045-6888,Revista Ci�ncia Agron�mica,DOAJ,2010,Revista Ciência Agronômica,issn_print,1.1971 - 32.2001,1971 -,1971
0046-161X,0046-161X,Egyptian Journal of Genetics and Cytology,DOAJ,2008,Egyptian Journal of Genetics and Cytology,issn_print,1.1972 -,1972 -,1972
1945-7243,0046-9580,"Inquiry: The Journal of Health Care Organization, Provision, and Financing",DOAJ,2014,"Inquiry: The Journal of Health Care Organization, Provision, and Financing",issn_e,Nachgewiesen 4.1967 - 50.2013,1967 -,1967
0048-0134,0048-0134,New Zealand Journal of Forestry Science,DOAJ,2013,New Zealand Journal of Forestry Science,issn_print,1.1971 -,1971 -,1971
0048-0134,0048-0134,New Zealand Journal of Forestry Science,DOAJ,2013,New Zealand Journal of Forestry Science,issn_print,1.1971 - 41.2011,1971 -,1971
1179-5395,0048-0134,New Zealand Journal of Forestry Science,DOAJ,2013,New Zealand Journal of Forestry Science,issn_e,1.1971 -,1971 -,1971
2227-9199,0048-2706,Pakistan Heart Journal,DOAJ,2011,Pakistan Heart Journal,issn_e,Nachgewiesen 12.1979 -,1979 -,1979
0048-2706,0048-2706,Pakistan Heart Journal,DOAJ,2011,Pakistan Heart Journal,issn_print,Nachgewiesen 12.1979 -,1979 -,1979
0048-7449,0048-7449,Reumatismo,DOAJ,2001,Reumatismo,issn_print,1.1949 -,1949 -,1949
0048-7449,0048-7449,Reumatismo,DOAJ,2001,Reumatismo,issn_print,Nachgewiesen 53.2001 -,2001 -,2001
2240-2683,0048-7449,Reumatismo,DOAJ,2001,Reumatismo,issn_e,1.1949 -,1949 -,1949
2240-2683,0048-7449,Reumatismo,DOAJ,2001,Reumatismo,issn_e,Nachgewiesen 53.2001 -,2001 -,2001
0048-7651,0048-7651,Revista Chilena de Literatura,DOAJ,2004,Revista Chilena de Literatura,issn_print,1.1970 -,1970 -,1970
0048-7651,0048-7651,Revista Chilena de Literatura,DOAJ,2004,Revista Chilena de Literatura,issn_print,Nr. 1.1970 -,1970 -,1970
0718-2295,0048-7651,Revista Chilena de Literatura,DOAJ,2004,Revista Chilena de Literatura,issn_e,1.1970 -,1970 -,1970
0049-3449,0049-3449,Teología y Vida,DOAJ,2000,Teología y Vida,issn_print,1.1960 -,1960 -,1960
0049-3449,0049-3449,Teología y Vida,DOAJ,2000,Teología y Vida,issn_print,Nachgewiesen 41.2000 -,2000 -,2000
1988-4230,0066-5061,Anuario de Estudios Medievales,DOAJ,1996,Anuario de Estudios Medievales,issn_e,1.1964 -,1964 -,1964
0066-5061,0066-5061,Anuario de Estudios Medievales,DOAJ,1996,Anuario de Estudios Medievales,issn_print,1.1964 -,1964 -,1964
0066-5061,0066-5061,Anuario de Estudios Medievales,DOAJ,1996,Anuario de Estudios Medievales,issn_print,1.1964 -,1964 -,1964
0066-6742,0066-6742,Archivo Español de Arqueología,DOAJ,1996,Archivo Español de Arqueología,issn_print,14.1940/41 - 78.2005 = Nr. 40-191/192; 79.2006 -,2006 -,2006
1988-3110,0066-6742,Archivo Español de Arqueología,DOAJ,1996,Archivo Español de Arqueología,issn_e,14.1940/41 - 78.2005 = Nr. 40-191/192; 79.2006 -,2006 -,2006
0066-782X,0066-782X,Arquivos Brasileiros de Cardiologia,DOAJ,1997,Arquivos Brasileiros de Cardiologia,issn_print,1.1948 -,1948 -,1948
0066-782X,0066-782X,Arquivos Brasileiros de Cardiologia,DOAJ,1997,Arquivos Brasileiros de Cardiologia,issn_print,Nachgewiesen 83.2004 -,2004 -,2004
1981-4100,0067-9615,Boletim de Indústria Animal,DOAJ,1974,Boletim de Indústria Animal,issn_e,Nachgewiesen 7.1944 -,1944 -,1944
0067-9615,0067-9615,Boletim de Indústria Animal,DOAJ,1974,Boletim de Indústria Animal,issn_print,Nachgewiesen 7.1944 -,1944 -,1944
0067-9615,0067-9615,Boletim de Indústria Animal,DOAJ,1974,Boletim de Indústria Animal,issn_print,N.S. 4.1941 -,1941 -,1941
0717-7194,0073-2435,Historia (Santiago),DOAJ,2000,Historia (Santiago),issn_e,Nachgewiesen 33.2000 -,2000 -,2000
0073-2435,0073-2435,Historia (Santiago),DOAJ,2000,Historia (Santiago),issn_print,Nachgewiesen 33.2000 -,2000 -,2000
0073-2435,0073-2435,Historia (Santiago),DOAJ,2000,Historia (Santiago),issn_print,1.1961 -,1961 -,1961
0073-4721,0073-4721,Iheringia: Série Zoologia,DOAJ,2000,Iheringia: Série Zoologia,issn_print,1.1957 -,1957 -,1957
1678-4766,0073-4721,Iheringia: Série Zoologia,DOAJ,2000,Iheringia: Série Zoologia,issn_e,92.2002 -,2002 -,2002
0078-3234,0078-3234,Oceanologia,DOAJ,2011,Oceanologia,issn_print,1.1971 -,1971 -,1971
0078-3234,0078-3234,Oceanologia,DOAJ,2011,Oceanologia,issn_print,Nr. 1.1971 -,1971 -,1971
1429-2955,0079-3701,Journal of Theoretical and Applied Mechanics,DOAJ,2006,Journal of Theoretical and Applied Mechanics,issn_print,36.1998 -,1998 -,1998
1429-2955,0079-3701,Journal of Theoretical and Applied Mechanics,DOAJ,2006,Journal of Theoretical and Applied Mechanics,issn_print,36.1998 -,1998 -,1998
0080-6234,0080-6234,Revista da Escola de Enfermagem da USP,DOAJ,1996,Revista da Escola de Enfermagem da USP,issn_print,Nachgewiesen 39.2005 -,2005 -,2005
1980-220X,0080-6234,Revista da Escola de Enfermagem da USP,DOAJ,1996,Revista da Escola de Enfermagem da USP,issn_e,Nachgewiesen 39.2005 -,2005 -,2005
0082-5638,0082-5638,Trabajos de Prehistoria,DOAJ,1988,Trabajos de Prehistoria,issn_print,N.S. 26.1969 -,1969 -,1969
0082-5638,0082-5638,Trabajos de Prehistoria,DOAJ,1988,Trabajos de Prehistoria,issn_print,1.1960 -,1960 -,1960
0082-5638,0082-5638,Trabajos de Prehistoria,DOAJ,1988,Trabajos de Prehistoria,issn_print,4.1961 - 25.1968,1961 -,1961
1988-3218,0082-5638,Trabajos de Prehistoria,DOAJ,1988,Trabajos de Prehistoria,issn_e,N.S. 26.1969 -,1969 -,1969
1988-3218,0082-5638,Trabajos de Prehistoria,DOAJ,1988,Trabajos de Prehistoria,issn_e,1.1960 -,1960 -,1960
0085-5626,0085-5626,Revista Brasileira de Entomologia,DOAJ,2015,Revista Brasileira de Entomologia,issn_print,1.1954 -,1954 -,1954
0085-5626,0085-5626,Revista Brasileira de Entomologia,DOAJ,2015,Revista Brasileira de Entomologia,issn_print,Nachgewiesen 47.2003 -,2003 -,2003
0100-0683,0100-0683,Revista Brasileira de Ciência do Solo,DOAJ,2003,Revista Brasileira de Ciência do Solo,issn_print,Nachgewiesen 27.2003 -,2003 -,2003
0100-0683,0100-0683,Revista Brasileira de Ciência do Solo,DOAJ,2003,Revista Brasileira de Ciência do Solo,issn_print,1.1977 -,1977 -,1977
0100-204X,0100-204X,Pesquisa Agropecuária Brasileira,DOAJ,1999,Pesquisa Agropecuária Brasileira,issn_print,1.1966 -,1966 -,1966
1678-3921,0100-204X,Pesquisa Agropecuária Brasileira,DOAJ,1999,Pesquisa Agropecuária Brasileira,issn_e,Nachgewiesen 35.2000 -,2000 -,2000
0100-2430,0100-2430,Brazilian Journal of Veterinary Medicine,DOAJ,2014,Brazilian Journal of Veterinary Medicine,issn_print,Nachgewiesen 18.1996 -,1996 -,1996
1983-2125,0100-316X,Revista Caatinga,DOAJ,2006,Revista Caatinga,issn_e,Nachgewiesen 5.1985 - 19.2006,1985 -,1985
1983-2125,0100-316X,Revista Caatinga,DOAJ,2006,Revista Caatinga,issn_e,Nachgewiesen 19.2006 -,2006 -,2006
0100-316X,0100-316X,Revista Caatinga,DOAJ,2006,Revista Caatinga,issn_print,Nachgewiesen 5.1985 - 19.2006,1985 -,1985
0100-316X,0100-316X,Revista Caatinga,DOAJ,2006,Revista Caatinga,issn_print,Nachgewiesen 19.2006 -,2006 -,2006
2238-6416,0100-3674,Revista do Instituto de Latícinios Cândido Tostes,DOAJ,2008,Revista do Instituto de Latícinios Cândido Tostes,issn_e,Nachgewiesen 63.2008 - ; auch mit durchgehender Nr.-Zählung,2008 -,2008
0100-3674,0100-3674,Revista do Instituto de Latícinios Cândido Tostes,DOAJ,2008,Revista do Instituto de Latícinios Cândido Tostes,issn_print,Nachgewiesen 63.2008 - ; auch mit durchgehender Nr.-Zählung,2008 -,2008
0100-3674,0100-3674,Revista do Instituto de Latícinios Cândido Tostes,DOAJ,2008,Revista do Instituto de Latícinios Cândido Tostes,issn_print,1.1946 - 66.2011 = Nr. 1-383,1946 -,1946
1678-7064,0100-4042,Química Nova,DOAJ,1997,Química Nova,issn_e,Nachgewiesen 21.1998 -,1998 -,1998
0100-4042,0100-4042,Química Nova,DOAJ,1997,Química Nova,issn_print,1.1978 - 35.2012,1978 -,1978
0100-512X,0100-512X,Kriterion,DOAJ,2001,Kriterion,issn_print,Nachgewiesen 46.2005 -,2005 -,2005
0100-6045,0100-6045,Manuscrito,DOAJ,2011,Manuscrito,issn_print,Nachgewiesen 23.2000 -,2000 -,2000
1678-5150,0100-736X,Pesquisa Veterinária Brasileira,DOAJ,1997,Pesquisa Veterinária Brasileira,issn_e,Nachgewiesen 17.1997 -,1997 -,1997
0100-736X,0100-736X,Pesquisa Veterinária Brasileira,DOAJ,1997,Pesquisa Veterinária Brasileira,issn_print,1.1981 -,1981 -,1981
0100-8358,0100-8358,Planta Daninha,DOAJ,1994,Planta Daninha,issn_print,Nachgewiesen 21.2003 -,2003 -,2003
0100-8692,0100-8692,Arquivos Brasileiros de Psicologia,DOAJ,2003,Arquivos Brasileiros de Psicologia,issn_print,"31.1979 - 42.1989/90,3; damit Ersch. eingest.",1979 -,1979
0101-2061,0101-2061,Food Science and Technology,DOAJ,1997,Food Science and Technology,issn_print,"1.1981 - 30.2010,2",1981 -,1981
1678-457X,0101-2061,Food Science and Technology,DOAJ,1997,Food Science and Technology,issn_e,Nachgewiesen 17.1997 -,1997 -,1997
0101-3130,0101-3130,Estudos Teológicos,DOAJ,2003,Estudos Teológicos,issn_print,Nachgewiesen 1957 - 1960; N.S. 1.1961 -,1961 -,1961
0101-3130,0101-3130,Estudos Teológicos,DOAJ,2003,Estudos Teológicos,issn_print,Nachgewiesen 49.2009 -,2009 -,2009
0101-3173,0101-3173,Trans/Form/Ação,DOAJ,1974,Trans/Form/Ação,issn_print,Nr. 1.1974 - 2.1975; 3.1980 -,1980 -,1980
0101-3173,0101-3173,Trans/Form/Ação,DOAJ,1974,Trans/Form/Ação,issn_print,Nachgewiesen 28.2005 -,2005 -,2005
0101-3335,0101-3335,Letras de Hoje,DOAJ,1967,Letras de Hoje,issn_print,Nachgewiesen 25.1990 -,1990 -,1990
0101-3335,0101-3335,Letras de Hoje,DOAJ,1967,Letras de Hoje,issn_print,Nr. 1.1967 - 34.1978; 12.1979 - 42.2007 = Nr. 35-150; 43.2008 -,2008 -,2008
1980-864X,0101-4064,Estudos Ibero Americanos,DOAJ,2004,Estudos Ibero Americanos,issn_e,1.1975 -,1975 -,1975
0101-4064,0101-4064,Estudos Ibero Americanos,DOAJ,2004,Estudos Ibero Americanos,issn_print,1.1975 -,1975 -,1975
0101-4064,0101-4064,Estudos Ibero Americanos,DOAJ,2004,Estudos Ibero Americanos,issn_print,Nr. 1.2000 -,2000 -,2000
0101-6083,0101-6083,Archives of Clinical Psychiatry,DOAJ,2002,Archives of Clinical Psychiatry,issn_print,Nachgewiesen 30.2003 -,2003 -,2003
0101-6083,0101-6083,Archives of Clinical Psychiatry,DOAJ,2002,Archives of Clinical Psychiatry,issn_print,Nachgewiesen 1972 -,1972 -,1972
1806-938X,0101-6083,Archives of Clinical Psychiatry,DOAJ,2002,Archives of Clinical Psychiatry,issn_e,Nachgewiesen 30.2003 -,2003 -,2003
1806-938X,0101-6083,Archives of Clinical Psychiatry,DOAJ,2002,Archives of Clinical Psychiatry,issn_e,Nachgewiesen 1972 -,1972 -,1972
0101-8175,0101-8175,Revista Brasileira de Zoologia,DOAJ,1982,Revista Brasileira de Zoologia,issn_print,Nachgewiesen 16.1999 - 25.2008,1999 -,1999
0102-0188,0102-0188,Revista Brasileira de História,DOAJ,1997,Revista Brasileira de História,issn_print,Nachgewiesen 5.1985 - 29.2009 = Nr. 8/9-58,1985 -,1985
0102-0536,0102-0536,Horticultura Brasileira,DOAJ,1999,Horticultura Brasileira,issn_print,1.1983 -,1983 -,1983
0102-0935,0102-0935,Arquivo Brasileiro de Medicina Veterinária e Zootecnia,DOAJ,1999,Arquivo Brasileiro de Medicina Veterinária e Zootecnia,issn_print,Nachgewiesen 51.1999 -,1999 -,1999
0102-0935,0102-0935,Arquivo Brasileiro de Medicina Veterinária e Zootecnia,DOAJ,1999,Arquivo Brasileiro de Medicina Veterinária e Zootecnia,issn_print,35.1983 - 66.2014,1983 -,1983
1678-4162,0102-0935,Arquivo Brasileiro de Medicina Veterinária e Zootecnia,DOAJ,1999,Arquivo Brasileiro de Medicina Veterinária e Zootecnia,issn_e,Nachgewiesen 51.1999 -,1999 -,1999
0102-311X,0102-311X,Cadernos de Saúde Pública,DOAJ,1999,Cadernos de Saúde Pública,issn_print,Nachgewiesen 4.1988 -,1988 -,1988
0102-311X,0102-311X,Cadernos de Saúde Pública,DOAJ,1999,Cadernos de Saúde Pública,issn_print,1.1985 -,1985 -,1985
1678-4464,0102-311X,Cadernos de Saúde Pública,DOAJ,1999,Cadernos de Saúde Pública,issn_e,Nachgewiesen 4.1988 -,1988 -,1988
1678-4464,0102-311X,Cadernos de Saúde Pública,DOAJ,1999,Cadernos de Saúde Pública,issn_e,1.1985 -,1985 -,1985
0102-6720,0102-6720,ABCD: Arquivos Brasileiros de Cirurgia Digestiva,DOAJ,2017,ABCD: Arquivos Brasileiros de Cirurgia Digestiva,issn_print,Nachgewiesen 21.2008 -,2008 -,2008
0102-6720,0102-6720,ABCD: Arquivos Brasileiros de Cirurgia Digestiva,DOAJ,2017,ABCD: Arquivos Brasileiros de Cirurgia Digestiva,issn_print,1.1986 -,1986 -,1986
1678-9741,0102-7638,Brazilian Journal of Cardiovascular Surgery,DOAJ,1986,Brazilian Journal of Cardiovascular Surgery,issn_e,Nachgewiesen 12.1997 - 18.2003,1997 -,1997
1678-9741,0102-7638,Brazilian Journal of Cardiovascular Surgery,DOAJ,1986,Brazilian Journal of Cardiovascular Surgery,issn_e,19.2004 -,2004 -,2004
1678-9741,0102-7638,Brazilian Journal of Cardiovascular Surgery,DOAJ,1986,Brazilian Journal of Cardiovascular Surgery,issn_e,19.2004 -,2004 -,2004
0102-7638,0102-7638,Brazilian Journal of Cardiovascular Surgery,DOAJ,1986,Brazilian Journal of Cardiovascular Surgery,issn_print,Nachgewiesen 12.1997 - 18.2003,1997 -,1997
0102-7638,0102-7638,Brazilian Journal of Cardiovascular Surgery,DOAJ,1986,Brazilian Journal of Cardiovascular Surgery,issn_print,19.2004 -,2004 -,2004
0102-7638,0102-7638,Brazilian Journal of Cardiovascular Surgery,DOAJ,1986,Brazilian Journal of Cardiovascular Surgery,issn_print,19.2004 -,2004 -,2004
0102-7972,0102-7972,Psicologia: Reflexão e Crítica,DOAJ,1997,Psicologia: Reflexão e Crítica,issn_print,1.1986 - 25.2012; damit Ersch. eingest.,1986 -,1986
0102-7972,0102-7972,Psicologia: Reflexão e Crítica,DOAJ,1997,Psicologia: Reflexão e Crítica,issn_print,Nachgewiesen 10.1997 -,1997 -,1997
1678-7153,0102-7972,Psicologia: Reflexão e Crítica,DOAJ,1997,Psicologia: Reflexão e Crítica,issn_e,1.1986 - 25.2012; damit Ersch. eingest.,1986 -,1986
1678-7153,0102-7972,Psicologia: Reflexão e Crítica,DOAJ,1997,Psicologia: Reflexão e Crítica,issn_e,Nachgewiesen 10.1997 -,1997 -,1997
0103-2070,0103-2070,Tempo Social,DOAJ,1999,Tempo Social,issn_print,Nachgewiesen 16.2004 -,2004 -,2004
0103-2070,0103-2070,Tempo Social,DOAJ,1999,Tempo Social,issn_print,1.1989 -,1989 -,1989
0103-3786,0103-3786,Transinformação,DOAJ,2000,Transinformação,issn_print,1.1989 -,1989 -,1989
2176-1078,0103-801X,Estudos de Religião,DOAJ,2007,Estudos de Religião,issn_e,Nachgewiesen 21.2007 -,2007 -,2007
0103-801X,0103-801X,Estudos de Religião,DOAJ,2007,Estudos de Religião,issn_print,"1.1985 - 26.2012 = Nr. 1-43; Volume 27, no 1 (jan.-jun. 2013)-volume 28, no 2 (jul.-dez. 2014)",1985 -,1985
1984-2961,0103-846X,Revista Brasileira de Parasitologia Veterinária,DOAJ,2007,Revista Brasileira de Parasitologia Veterinária,issn_e,"1.1991,0; 2.1992 -",1992 -,1992
1984-2961,0103-846X,Revista Brasileira de Parasitologia Veterinária,DOAJ,2007,Revista Brasileira de Parasitologia Veterinária,issn_e,1.1992 -,1992 -,1992
0103-846X,0103-846X,Revista Brasileira de Parasitologia Veterinária,DOAJ,2007,Revista Brasileira de Parasitologia Veterinária,issn_print,"1.1991,0; 2.1992 -",1992 -,1992
0103-846X,0103-846X,Revista Brasileira de Parasitologia Veterinária,DOAJ,2007,Revista Brasileira de Parasitologia Veterinária,issn_print,1.1992 -,1992 -,1992
