ISSN,ISSN_L,TITLE,TITLE_SOURCE,year_flipped,title,issn_type,period,year_active_since_str,year_active_since
0030-2465,0030-2465,Onderstepoort Journal of Veterinary Research,DOAJ,2003,Onderstepoort Journal of Veterinary Research,issn_print,Nachgewiesen 54.1987 -,1987 -,1987
0030-9311,0030-9311,Paediatrica Indonesiana,DOAJ,2001,Paediatrica Indonesiana,issn_print,1.1962 -,1962 -,1962
0030-9311,0030-9311,Paediatrica Indonesiana,DOAJ,2001,Paediatrica Indonesiana,issn_print,Nachgewiesen 41.2001 -,2001 -,2001
0031-4749,0031-4749,Pensamiento. Revista de Investigación e Información Filosófica,DOAJ,2016,Pensamiento. Revista de Investigación e Información Filosófica,issn_print,"Vol. 60, núm. 226 (2004) [?]-",NA,NA
0031-4749,0031-4749,Pensamiento. Revista de Investigación e Información Filosófica,DOAJ,2016,Pensamiento. Revista de Investigación e Información Filosófica,issn_print,"1.1945,Jan./Febr. - ; auch mit durchgehender Nr.-Zählung",NA,NA
0031-4749,0031-4749,Pensamiento. Revista de Investigación e Información Filosófica,DOAJ,2016,Pensamiento. Revista de Investigación e Información Filosófica,issn_print,"4.1948, numero extraordinario",NA,NA
0031-9465,0031-9465,Phytopathologia Mediterranea,DOAJ,2014,Phytopathologia Mediterranea,issn_print,1.1960/62 -,NA,NA
0031-9465,0031-9465,Phytopathologia Mediterranea,DOAJ,2014,Phytopathologia Mediterranea,issn_print,1.1960/62 -,NA,NA
1471-0676,0032-1400,Platinum Metals Review,DOAJ,1998,Platinum Metals Review,issn_e,"1.1957-volume 58, issue 2 (2014)",NA,NA
0032-1400,0032-1400,Platinum Metals Review,DOAJ,1998,Platinum Metals Review,issn_print,"1.1957-volume 58, issue 2 (2014)",NA,NA
0032-1400,0032-1400,Platinum Metals Review,DOAJ,1998,Platinum Metals Review,issn_print,"1.1957 - 48.2004,2",1957 -,1957
0032-5449,0032-5449,Postępy Higieny i Medycyny Doświadczalnej,DOAJ,2004,Postępy Higieny i Medycyny Doświadczalnej,issn_print,1.1949 - 57.2003,1949 -,1949
0032-5449,0032-5449,Postępy Higieny i Medycyny Doświadczalnej,DOAJ,2004,Postępy Higieny i Medycyny Doświadczalnej,issn_print,Nachgewiesen 48.1994 -,1994 -,1994
1732-2693,0032-5449,Postępy Higieny i Medycyny Doświadczalnej,DOAJ,2004,Postępy Higieny i Medycyny Doświadczalnej,issn_e,1.1949 - 57.2003,1949 -,1949
1732-2693,0032-5449,Postępy Higieny i Medycyny Doświadczalnej,DOAJ,2004,Postępy Higieny i Medycyny Doświadczalnej,issn_e,Nachgewiesen 48.1994 -,1994 -,1994
2084-9893,0033-2526,Przegląd Dermatologiczny,DOAJ,2009,Przegląd Dermatologiczny,issn_e,Nachgewiesen 1914/18 - 1951; 1959 -,1959 -,1959
0033-2526,0033-2526,Przegląd Dermatologiczny,DOAJ,2009,Przegląd Dermatologiczny,issn_print,Nachgewiesen 1914/18 - 1951; 1959 -,1959 -,1959
0033-2526,0033-2526,Przegląd Dermatologiczny,DOAJ,2009,Przegląd Dermatologiczny,issn_print,"35.1948,März - 37.1950; 46.1959 -",1959 -,1959
0033-2879,0033-2879,Psychologica Belgica,DOAJ,2004,Psychologica Belgica,issn_print,1.1946/53(1954) - 53.2013,NA,NA
0033-2879,0033-2879,Psychologica Belgica,DOAJ,2004,Psychologica Belgica,issn_print,Nachgewiesen 44.2004 -,2004 -,2004
0033-4952,0033-4952,Quaderni di Sociologia,DOAJ,2010,Quaderni di Sociologia,issn_print,NA,NA,NA
0034-7094,0034-7094,Revista Brasileira de Anestesiologia,DOAJ,2001,Revista Brasileira de Anestesiologia,issn_print,Nachgewiesen 52.2002 -,2002 -,2002
0034-7094,0034-7094,Revista Brasileira de Anestesiologia,DOAJ,2001,Revista Brasileira de Anestesiologia,issn_print,1.1951 -,1951 -,1951
0034-7094,0034-7094,Revista Brasileira de Anestesiologia,DOAJ,2001,Revista Brasileira de Anestesiologia,issn_print,Nachgewiesen 3.1974 - 33.2004; damit Ersch. eingest.,1974 -,1974
0034-7094,0034-7094,Revista Brasileira de Anestesiologia,DOAJ,2001,Revista Brasileira de Anestesiologia,issn_print,Nachgewiesen Nr. 5.1988/2001 -,2001 -,2001
1806-907X,0034-7094,Revista Brasileira de Anestesiologia,DOAJ,2001,Revista Brasileira de Anestesiologia,issn_e,Nachgewiesen 52.2002 -,2002 -,2002
1806-907X,0034-7094,Revista Brasileira de Anestesiologia,DOAJ,2001,Revista Brasileira de Anestesiologia,issn_e,1.1951 -,1951 -,1951
0034-7140,0034-7140,Revista Brasileira de Economia,DOAJ,1999,Revista Brasileira de Economia,issn_print,"1.1947-v. 70, n. 4 (out-dez 2016)",NA,NA
0034-7167,0034-7167,Revista Brasileira de Enfermagem,DOAJ,1983,Revista Brasileira de Enfermagem,issn_print,1.1948[?] -,NA,NA
0034-7167,0034-7167,Revista Brasileira de Enfermagem,DOAJ,1983,Revista Brasileira de Enfermagem,issn_print,Nachgewiesen 60.2007 -,2007 -,2007
1984-0446,0034-7167,Revista Brasileira de Enfermagem,DOAJ,1983,Revista Brasileira de Enfermagem,issn_e,1.1948[?] -,NA,NA
1984-0446,0034-7167,Revista Brasileira de Enfermagem,DOAJ,1983,Revista Brasileira de Enfermagem,issn_e,Nachgewiesen 60.2007 -,2007 -,2007
0034-7280,0034-7280,Revista Brasileira de Oftalmologia,DOAJ,2007,Revista Brasileira de Oftalmologia,issn_print,Nachgewiesen 66.2007 -,2007 -,2007
0034-7329,0034-7329,Revista Brasileira de Política Internacional,DOAJ,1997,Revista Brasileira de Política Internacional,issn_print,"Vol. 40, no. 1 (Jan./June 1997)-",NA,NA
0034-7329,0034-7329,Revista Brasileira de Política Internacional,DOAJ,1997,Revista Brasileira de Política Internacional,issn_print,"1.1958-Vol. 58, no. 2 (Jul./dez. 2015)",NA,NA
0034-7590,0034-7590,RAE: Revista de Administração de Empresas,DOAJ,1961,RAE: Revista de Administração de Empresas,issn_print,1.1961 -,1961 -,1961
0034-7590,0034-7590,RAE: Revista de Administração de Empresas,DOAJ,1961,RAE: Revista de Administração de Empresas,issn_print,"1.1961 - 8.1968 = Nr. 1-29; 9.1969-vol. 56, n. 5 (set./out. 2016)",1961 -,1961
2178-938X,0034-7590,RAE: Revista de Administração de Empresas,DOAJ,1961,RAE: Revista de Administração de Empresas,issn_e,1.1961 -,1961 -,1961
0034-7744,0034-7744,Revista de Biología Tropical,DOAJ,1998,Revista de Biología Tropical,issn_print,Nachgewiesen 1.1953 -,1953 -,1953
0034-7744,0034-7744,Revista de Biología Tropical,DOAJ,1998,Revista de Biología Tropical,issn_print,"Vol. 1, 1 (June 1953)-",NA,NA
0034-7744,0034-7744,Revista de Biología Tropical,DOAJ,1998,Revista de Biología Tropical,issn_print,3.1996 -,1996 -,1996
0034-7744,0034-7744,Revista de Biología Tropical,DOAJ,1998,Revista de Biología Tropical,issn_print,[1.]1993(1994) - 2.1996,NA,NA
0034-7744,0034-7744,Revista de Biología Tropical,DOAJ,1998,Revista de Biología Tropical,issn_print,Nachgewiesen 1.1953 -,1953 -,1953
0034-7744,0034-7744,Revista de Biología Tropical,DOAJ,1998,Revista de Biología Tropical,issn_print,"Vol. 1, 1 (June 1953)-",NA,NA
0034-7744,0034-7744,Revista de Biología Tropical,DOAJ,1998,Revista de Biología Tropical,issn_print,3.1996 -,1996 -,1996
0034-7744,0034-7744,Revista de Biología Tropical,DOAJ,1998,Revista de Biología Tropical,issn_print,[1.]1993(1994) - 2.1996,NA,NA
0034-7744,0034-7744,Revista de Biología Tropical,DOAJ,1998,Revista de Biología Tropical,issn_e,Nachgewiesen 1.1953 -,1953 -,1953
0034-7744,0034-7744,Revista de Biología Tropical,DOAJ,1998,Revista de Biología Tropical,issn_e,"Vol. 1, 1 (June 1953)-",NA,NA
0034-7744,0034-7744,Revista de Biología Tropical,DOAJ,1998,Revista de Biología Tropical,issn_e,3.1996 -,1996 -,1996
0034-7744,0034-7744,Revista de Biología Tropical,DOAJ,1998,Revista de Biología Tropical,issn_e,[1.]1993(1994) - 2.1996,NA,NA
0034-7744,0034-7744,Revista de Biología Tropical,DOAJ,1998,Revista de Biología Tropical,issn_e,Nachgewiesen 1.1953 -,1953 -,1953
0034-7744,0034-7744,Revista de Biología Tropical,DOAJ,1998,Revista de Biología Tropical,issn_e,"Vol. 1, 1 (June 1953)-",NA,NA
0034-7744,0034-7744,Revista de Biología Tropical,DOAJ,1998,Revista de Biología Tropical,issn_e,3.1996 -,1996 -,1996
0034-7744,0034-7744,Revista de Biología Tropical,DOAJ,1998,Revista de Biología Tropical,issn_e,[1.]1993(1994) - 2.1996,NA,NA
0034-7981,0034-7981,Revista de Dialectología y Tradiciones Populares,DOAJ,1996,Revista de Dialectología y Tradiciones Populares,issn_print,1.1944/45 -,NA,NA
0034-7981,0034-7981,Revista de Dialectología y Tradiciones Populares,DOAJ,1996,Revista de Dialectología y Tradiciones Populares,issn_print,1.1944/45 -,NA,NA
1988-8457,0034-7981,Revista de Dialectología y Tradiciones Populares,DOAJ,1996,Revista de Dialectología y Tradiciones Populares,issn_e,NA,NA,NA
0034-8236,0034-8236,Revista de Filosofía,DOAJ,2006,Revista de Filosofía,issn_print,Nachgewiesen 2004 -,2004 -,2004
0034-8236,0034-8236,Revista de Filosofía,DOAJ,2006,Revista de Filosofía,issn_print,1.1949 -,1949 -,1949
0718-4360,0034-8236,Revista de Filosofía,DOAJ,2006,Revista de Filosofía,issn_e,Nachgewiesen 2004 -,2004 -,2004
1988-284X,0034-8244,Revista de Filosofia,DOAJ,1987,Revista de Filosofia,issn_e,NA,NA,NA
0034-8244,0034-8244,Revista de Filosofia,DOAJ,1987,Revista de Filosofia,issn_print,"1.1942 - 28.1969 = Nr. 1-111; 2.Ser. 1.1975,Nov.; 2.1979 - 9.1986; 3.Epoca 1.1987/88(1989) - 14.2001,26; 27.2002 -",2002 -,2002
0034-8244,0034-8244,Revista de Filosofia,DOAJ,1987,Revista de Filosofia,issn_print,"1.1942 - 28.1969 = Nr. 1-111; 2.Ser. 1.1975,Nov.; 2.1979 - 9.1986; 3.Epoca 1.1987/88(1989) - 14.2001,26; 27.2002 -",2002 -,2002
1988-3188,0034-8341,Revista de Indias,DOAJ,1996,Revista de Indias,issn_e,1.1940 - 8.1947; 8.1948 -,1948 -,1948
0034-8341,0034-8341,Revista de Indias,DOAJ,1996,Revista de Indias,issn_print,1.1940 - 8.1947; 8.1948 -,1948 -,1948
0034-8341,0034-8341,Revista de Indias,DOAJ,1996,Revista de Indias,issn_print,1.1940 - 8.1947; 8.1948 - ; auch mit durchgehender Nr.-Zählung,1948 -,1948
0034-849X,0034-849X,Revista de Literatura,DOAJ,2001,Revista de Literatura,issn_print,"1.1952 - 17.1960,Jan./Juni = Nr. 1-33/34; 18.1960,Juli/Dez.=Nr. 35/36; 19.1960,Okt./Dez.=Nr. 36; 19.1961,Jan./Juni=Nr. 37/38; 20.1961,Juli/Dez. - 35.1969 = Nr. 39/40-70; 35=[36.]1969 - 37.1970=Nr. 71/72-73/74; 38.1970(1976)=Nr. 75/76 -",1969 -,1969
0034-849X,0034-849X,Revista de Literatura,DOAJ,2001,Revista de Literatura,issn_print,"1.1952 - 17.1960,Jan./Juni = Nr. 1-33/34; 18.1960,Juli/Dez.=Nr. 35/36; 19.1960,Okt./Dez.=Nr. 36; 19.1961,Jan./Juni=Nr. 37/38; 20.1961,Juli/Dez. - 35.1969 = Nr. 39/40-70; 35=[36.]1969 - 37.1970=Nr. 71/72-73/74; 38.1970(1976)=Nr. 75/76 -",1969 -,1969
1988-4192,0034-849X,Revista de Literatura,DOAJ,2001,Revista de Literatura,issn_e,"1.1952 - 17.1960,Jan./Juni = Nr. 1-33/34; 18.1960,Juli/Dez.=Nr. 35/36; 19.1960,Okt./Dez.=Nr. 36; 19.1961,Jan./Juni=Nr. 37/38; 20.1961,Juli/Dez. - 35.1969 = Nr. 39/40-70; 35=[36.]1969 - 37.1970=Nr. 71/72-73/74; 38.1970(1976)=Nr. 75/76 -",1969 -,1969
1988-4222,0034-8570,Revista de Metalurgia,DOAJ,1995,Revista de Metalurgia,issn_e,Nachgewiesen 34.1998 -,1998 -,1998
0034-8570,0034-8570,Revista de Metalurgia,DOAJ,1995,Revista de Metalurgia,issn_print,Nachgewiesen 34.1998 -,1998 -,1998
0034-8570,0034-8570,Revista de Metalurgia,DOAJ,1995,Revista de Metalurgia,issn_print,1.1965 - 49.2013,1965 -,1965
1518-8787,0034-8910,Revista de Saúde Pública,DOAJ,1967,Revista de Saúde Pública,issn_e,1.1967 - 47.2013,1967 -,1967
1518-8787,0034-8910,Revista de Saúde Pública,DOAJ,1967,Revista de Saúde Pública,issn_e,"Vol.1, no.1 (1967)-",NA,NA
0034-8910,0034-8910,Revista de Saúde Pública,DOAJ,1967,Revista de Saúde Pública,issn_print,1.1967 - 47.2013,1967 -,1967
0034-8910,0034-8910,Revista de Saúde Pública,DOAJ,1967,Revista de Saúde Pública,issn_print,"Vol.1, no.1 (1967)-",NA,NA
0034-9690,0034-9690,Interamerican Journal of Psychology,DOAJ,2011,Interamerican Journal of Psychology,issn_print,1.1967 -,1967 -,1967
0034-9690,0034-9690,Interamerican Journal of Psychology,DOAJ,2011,Interamerican Journal of Psychology,issn_print,Nachgewiesen 34.2000 -,2000 -,2000
1988-429X,0034-9712,Revista Internacional de Sociología,DOAJ,2003,Revista Internacional de Sociología,issn_e,1.1943 - 29.1971 = Nr. 1-117; 2.Epoca 30.1972 - 42.1984 = Nr. 1-52; 43.1985 - 47.1989; 3.Epoca Nr. 1.1992 -,1992 -,1992
0034-9712,0034-9712,Revista Internacional de Sociología,DOAJ,2003,Revista Internacional de Sociología,issn_print,1.1943 - 29.1971 = Nr. 1-117; 2.Epoca 30.1972 - 42.1984 = Nr. 1-52; 43.1985 - 47.1989; 3.Epoca Nr. 1.1992 -,1992 -,1992
0034-9712,0034-9712,Revista Internacional de Sociología,DOAJ,2003,Revista Internacional de Sociología,issn_print,1.2011 -,2011 -,2011
0034-9712,0034-9712,Revista Internacional de Sociología,DOAJ,2003,Revista Internacional de Sociología,issn_print,1.1943 - 29.1971 = Nr. 1-117; 2.Epoca 30.1972 - 42.1984 = Nr. 1-52; 43.1985 - 47.1989; 3.Epoca Nr. 1.1992 - 42.2005; 64.2006 - 66.2008 = Nr. 43-51; 67.2009 -,2009 -,2009
0035-1121,0035-1121,Revue de Géographie Alpine,DOAJ,2007,Revue de Géographie Alpine,issn_print,1.1913 -,1913 -,1913
0035-1121,0035-1121,Revue de Géographie Alpine,DOAJ,2007,Revue de Géographie Alpine,issn_print,8.1920 -,1920 -,1920
1760-7426,0035-1121,Revue de Géographie Alpine,DOAJ,2007,Revue de Géographie Alpine,issn_e,1.1913 -,1913 -,1913
1951-6711,0035-1865,Revue d’Elevage et de Médecine Vétérinaire des Pays Tropicaux,DOAJ,1947,Revue d’Elevage et de Médecine Vétérinaire des Pays Tropicaux,issn_e,"1.1947,Jan./März - 58.2005",NA,NA
1951-6711,0035-1865,Revue d’Elevage et de Médecine Vétérinaire des Pays Tropicaux,DOAJ,1947,Revue d’Elevage et de Médecine Vétérinaire des Pays Tropicaux,issn_e,1.1947 -,1947 -,1947
2039-4942,0035-6883,Rivista Italiana di Paleontologia e Stratigrafia,DOAJ,2016,Rivista Italiana di Paleontologia e Stratigrafia,issn_e,"Volume 102, numero 1 (Aprile 1996) [?]-",NA,NA
0035-6883,0035-6883,Rivista Italiana di Paleontologia e Stratigrafia,DOAJ,2016,Rivista Italiana di Paleontologia e Stratigrafia,issn_print,53.1947 -,1947 -,1947
0035-6883,0035-6883,Rivista Italiana di Paleontologia e Stratigrafia,DOAJ,2016,Rivista Italiana di Paleontologia e Stratigrafia,issn_print,"Volume 102, numero 1 (Aprile 1996) [?]-",NA,NA
0036-3634,0036-3634,Salud Pública de México,DOAJ,1997,Salud Pública de México,issn_print,5.Epoca 1.1959 -,1959 -,1959
0036-3634,0036-3634,Salud Pública de México,DOAJ,1997,Salud Pública de México,issn_print,"Vol. 1, núm 1 (1959)-",NA,NA
0036-4665,0036-4665,Revista do Instituto de Medicina Tropical de São Paulo,DOAJ,1987,Revista do Instituto de Medicina Tropical de São Paulo,issn_print,"1.1959 --Vol. 57, no. 6 (Nov./Dec. 2015)",1959 -,1959
0036-4665,0036-4665,Revista do Instituto de Medicina Tropical de São Paulo,DOAJ,1987,Revista do Instituto de Medicina Tropical de São Paulo,issn_print,Nachgewiesen 31.1989 -,1989 -,1989
0036-4665,0036-4665,Revista do Instituto de Medicina Tropical de São Paulo,DOAJ,1987,Revista do Instituto de Medicina Tropical de São Paulo,issn_print,1.1973 -,1973 -,1973
1678-9946,0036-4665,Revista do Instituto de Medicina Tropical de São Paulo,DOAJ,1987,Revista do Instituto de Medicina Tropical de São Paulo,issn_e,"1.1959 --Vol. 57, no. 6 (Nov./Dec. 2015)",1959 -,1959
1678-9946,0036-4665,Revista do Instituto de Medicina Tropical de São Paulo,DOAJ,1987,Revista do Instituto de Medicina Tropical de São Paulo,issn_e,Nachgewiesen 31.1989 -,1989 -,1989
1424-7860,0036-7672,Swiss Medical Weekly,DOAJ,2001,Swiss Medical Weekly,issn_print,131.2001 - 142.2012,2001 -,2001
1424-7860,0036-7672,Swiss Medical Weekly,DOAJ,2001,Swiss Medical Weekly,issn_print,126.2001 - 196.2012,2001 -,2001
1424-7860,0036-7672,Swiss Medical Weekly,DOAJ,2001,Swiss Medical Weekly,issn_print,Nachgewiesen 162.2008 -,2008 -,2008
1424-7860,0036-7672,Swiss Medical Weekly,DOAJ,2001,Swiss Medical Weekly,issn_print,"Nachgewiesen 1996,40 -",NA,NA
1424-3997,0036-7672,Swiss Medical Weekly,DOAJ,2001,Swiss Medical Weekly,issn_e,131.2001 - 142.2012,2001 -,2001
1424-3997,0036-7672,Swiss Medical Weekly,DOAJ,2001,Swiss Medical Weekly,issn_e,"Nachgewiesen 1996,40 -",NA,NA
2218-0532,0036-8709,Scientia Pharmaceutica,DOAJ,2006,Scientia Pharmaceutica,issn_e,1.1930 - 14.1943; 15.1947 -,1947 -,1947
2218-0532,0036-8709,Scientia Pharmaceutica,DOAJ,2006,Scientia Pharmaceutica,issn_e,1.1930 - 14.1943; 15.1947 -,1947 -,1947
0036-8709,0036-8709,Scientia Pharmaceutica,DOAJ,2006,Scientia Pharmaceutica,issn_print,1.1930 - 14.1943; 15.1947 -,1947 -,1947
0036-8709,0036-8709,Scientia Pharmaceutica,DOAJ,2006,Scientia Pharmaceutica,issn_print,1.1930 - 14.1943; 15.1947 -,1947 -,1947
0037-0894,0037-0894,Sefarad : Revista de Estudios Hebraicos y Sefardíes,DOAJ,2001,Sefarad : Revista de Estudios Hebraicos y Sefardíes,issn_print,1.1941 -,1941 -,1941
0037-0894,0037-0894,Sefarad : Revista de Estudios Hebraicos y Sefardíes,DOAJ,2001,Sefarad : Revista de Estudios Hebraicos y Sefardíes,issn_print,1.1941 -,1941 -,1941
1988-320X,0037-0894,Sefarad : Revista de Estudios Hebraicos y Sefardíes,DOAJ,2001,Sefarad : Revista de Estudios Hebraicos y Sefardíes,issn_e,1.1941 -,1941 -,1941
0037-8054,0037-8054,Social Work/Maatskaplike Werk,DOAJ,2014,Social Work/Maatskaplike Werk,issn_print,"Vol 39, no 1 (2003) [?]-",NA,NA
2312-7198,0037-8054,Social Work/Maatskaplike Werk,DOAJ,2014,Social Work/Maatskaplike Werk,issn_e,"Vol 39, no 1 (2003) [?]-",NA,NA
0037-8682,0037-8682,Revista da Sociedade Brasileira de Medicina Tropical,DOAJ,1997,Revista da Sociedade Brasileira de Medicina Tropical,issn_print,1.1967 -,1967 -,1967
0037-8682,0037-8682,Revista da Sociedade Brasileira de Medicina Tropical,DOAJ,1997,Revista da Sociedade Brasileira de Medicina Tropical,issn_print,1.1967 -,1967 -,1967
2411-9717,0038-223X,Journal of the Southern African Institute of Mining and Metallurgy,DOAJ,1969,Journal of the Southern African Institute of Mining and Metallurgy,issn_e,"106.2006,9 -",NA,NA
2305-8862,0038-2329,South African Journal of Obstetrics and Gynaecology,DOAJ,2006,South African Journal of Obstetrics and Gynaecology,issn_e,6.2000 - 9.2003 nachgewiesen; 12.2006 -,2006 -,2006
2305-8862,0038-2329,South African Journal of Obstetrics and Gynaecology,DOAJ,2006,South African Journal of Obstetrics and Gynaecology,issn_e,Nachgewiesen 9.2003 -,2003 -,2003
0038-2329,0038-2329,South African Journal of Obstetrics and Gynaecology,DOAJ,2006,South African Journal of Obstetrics and Gynaecology,issn_print,6.2000 - 9.2003 nachgewiesen; 12.2006 -,2006 -,2006
0038-2329,0038-2329,South African Journal of Obstetrics and Gynaecology,DOAJ,2006,South African Journal of Obstetrics and Gynaecology,issn_print,Nachgewiesen 9.2003 -,2003 -,2003
0038-2329,0038-2329,South African Journal of Obstetrics and Gynaecology,DOAJ,2006,South African Journal of Obstetrics and Gynaecology,issn_print,1.1963 - 11.1973; damit Ersch. eingest.,1963 -,1963
0038-2329,0038-2329,South African Journal of Obstetrics and Gynaecology,DOAJ,2006,South African Journal of Obstetrics and Gynaecology,issn_print,Nachgewiesen 11.2005,NA,NA
0038-2353,0038-2353,South African Journal of Science,DOAJ,2009,South African Journal of Science,issn_print,"Volume 51, Issue 1 (August 1954) [?]-",NA,NA
0038-2353,0038-2353,South African Journal of Science,DOAJ,2009,South African Journal of Science,issn_print,6=Annual meeting 7.1909 - 20=19.1922; mehr nicht digital,1909 -,1909
0038-2353,0038-2353,South African Journal of Science,DOAJ,2009,South African Journal of Science,issn_print,"6=Annual meeting 7.1909 - 45=46.1948/49; 46.1949/50-volume 111, number 11/12 (November/December 2015)",1909 -,1909
0038-2353,0038-2353,South African Journal of Science,DOAJ,2009,South African Journal of Science,issn_print,1.1956 -,1956 -,1956
1996-7489,0038-2353,South African Journal of Science,DOAJ,2009,South African Journal of Science,issn_e,"Volume 51, Issue 1 (August 1954) [?]-",NA,NA
0039-3320,0039-3320,Studia Psychologica,DOAJ,2016,Studia Psychologica,issn_print,7.1965 -,1965 -,1965
0039-3320,0039-3320,Studia Psychologica,DOAJ,2016,Studia Psychologica,issn_print,Nachgewiesen 2008 -,2008 -,2008
2309-5342,0040-3660,Терапевтиче�?кий архив,DOAJ,2018,Терапевтический архив,issn_e,1.1923 - 19.1941; 20.1948 -,1948 -,1948
0040-3660,0040-3660,Терапевтиче�?кий архив,DOAJ,2018,Терапевтический архив,issn_print,1.1923 - 19.1941; 20.1948 -,1948 -,1948
0040-716X,0040-716X,Tidsskrift for Samfunnsforskning,DOAJ,2017,Tidsskrift for Samfunnsforskning,issn_print,"Vol. 43, nr.1 (2002)-",NA,NA
0040-716X,0040-716X,Tidsskrift for Samfunnsforskning,DOAJ,2017,Tidsskrift for Samfunnsforskning,issn_print,1.1960-årg. 57 (2016),NA,NA
0041-3011,0041-3011,El Trimestre Económico,DOAJ,2011,El Trimestre Económico,issn_print,1.1934 -  ; auch mit durchgehender Nr.-Zählung,1934 -,1934
0041-3011,0041-3011,El Trimestre Económico,DOAJ,2011,El Trimestre Económico,issn_print,1.1934 - ; auch mit durchgehender Nr.-Zählung,1934 -,1934
0041-476X,0041-476X,Tydskrif vir Letterkunde,DOAJ,2015,Tydskrif vir Letterkunde,issn_print,Nachgewiesen 35.2001 -,2001 -,2001
0041-476X,0041-476X,Tydskrif vir Letterkunde,DOAJ,2015,Tydskrif vir Letterkunde,issn_print,1.1951 - 12.1962; N.R. 1.1963 -,1963 -,1963
0042-4609,0042-4609,Vestnik Dermatologii i Venerologii,DOAJ,2014,Vestnik Dermatologii i Venerologii,issn_print,31.1957 - 46.1973; 1974 -,1974 -,1974
0042-790X,0042-790X,Journal of Hydrology and Hydromechanics,DOAJ,2009,Journal of Hydrology and Hydromechanics,issn_print,41.1993 -,1993 -,1993
0042-790X,0042-790X,Journal of Hydrology and Hydromechanics,DOAJ,2009,Journal of Hydrology and Hydromechanics,issn_print,1.1953 - 40.1992,1953 -,1953
0042-790X,0042-790X,Journal of Hydrology and Hydromechanics,DOAJ,2009,Journal of Hydrology and Hydromechanics,issn_print,Nachgewiesen 57.2009 -,2009 -,2009
0042-8450,0042-8450,Vojnosanitetski Pregled,DOAJ,2002,Vojnosanitetski Pregled,issn_print,1.1944 -,1944 -,1944
0042-8450,0042-8450,Vojnosanitetski Pregled,DOAJ,2002,Vojnosanitetski Pregled,issn_print,Nachgewiesen 59.2002 -,2002 -,2002
2406-0720,0042-8450,Vojnosanitetski Pregled,DOAJ,2002,Vojnosanitetski Pregled,issn_e,NA,NA,NA
